userId,movieId,rating
646,434616,3

177,298459,2

1090,9267,5

961,309299,3

294,37931,1

245,401,2

1225,201,1

68,107846,5

709,18487,4

1231,1954,5

749,25103,2

111,10316,3

789,9559,3

819,9598,1

869,10439,2

290,1255,1

755,205588,2

896,77930,5

1212,474354,3

21,401246,4

636,10536,1

290,42801,1

634,11046,2

1209,269258,5

1210,429189,2

636,306964,3

614,9064,5

268,41586,3

1168,156022,5

196,434203,1

78,435707,1

520,473,3

193,156711,4

459,975,5

1081,15357,2

142,15775,1

1249,2124,3

540,818,1

88,9285,4

336,41630,4

61,617653,4

1032,348089,1

1276,13435,1

561,86828,1

333,10314,2

929,28032,2

287,36691,2

731,109424,4

1015,2028,5

1070,63831,1

986,12139,4

778,30020,3

470,678,3

78,411626,2

418,11621,1

70,712150,5

1034,12171,3

193,8279,5

206,1485,5

538,9294,3

772,399402,4

544,535,5

896,3053,5

982,9065,5

957,13768,1

1249,11000,1

633,8016,5

1287,22536,3

520,419743,4

171,51241,5

1081,9367,5

169,597433,4

1168,449443,5

1157,437109,1

631,302429,3

593,116979,5

204,581734,3

465,81481,1

678,428449,2

568,7091,1

579,4349,5

879,480042,5

1185,13555,5

465,68721,1

515,209185,2

60,554230,5

613,82702,1

1047,10674,4

1178,317198,1

934,15019,2

522,38327,2

1057,600184,5

245,98,3

343,82675,2

55,348350,5

899,548066,4

491,459928,3

1094,9893,1

1177,466876,4

382,419504,3

707,249688,3

668,689700,3

613,15668,2

665,15794,2

1199,85889,1

269,39210,5

1279,10743,1

470,77949,4

287,52629,5

935,179538,4

42,341392,3

1041,316023,4

34,19912,5

1018,9021,3

498,51980,3

145,333348,5

778,13667,5

1020,567,1

655,7516,5

1298,26123,5

890,18457,1

515,290,2

529,417261,3

128,10591,3

382,10358,5

910,31967,3

188,9503,5

1270,16052,2

998,4012,2

895,9319,5

731,578701,3

1298,748853,1

820,620725,4

774,336845,3

996,8909,3

1144,416051,4

958,75638,4

573,6877,3

961,11234,2

323,644092,4

377,601666,1

287,266856,5

622,96724,2

1103,445605,4

1290,412105,5

812,18111,5

290,53174,5

323,946,2

1258,11823,4

678,447200,1

568,12493,4

1090,761,1

1178,10464,3

1173,967,5

1205,304357,3

382,11036,3

838,199534,1

869,65086,4

1182,2122,4

67,10047,5

614,129533,1

393,2268,1

375,93837,5

1248,28609,1

678,33602,2

239,489925,1

386,32613,5

904,343611,2

1212,12573,2

1103,10320,4

1114,17264,2

683,378064,2

88,655187,4

756,3040,1

61,457,1

62,176068,1

627,134374,1

738,169813,5

662,11202,3

918,485894,4

383,433945,2

411,12311,1

272,1059,1

967,10130,3

690,254201,5

425,18892,4

986,11602,2

1123,381289,5

53,28941,4

1009,7972,1

568,439998,4

662,45649,5

1200,172386,5

655,134597,4

335,38199,1

756,9910,3

445,13474,3

500,207768,3

440,188538,2

445,31997,4

416,16325,4

1076,11702,4

1081,12143,3

574,200505,3

352,10025,5

106,9584,5

524,3090,5

260,862,5

522,985,5

1186,592739,3

245,9529,5

1177,170354,4

563,100,4

564,11909,1

910,603,1

1180,990,3

316,1362,3

826,582607,5

1248,10711,5

406,2928,1

72,10707,1

206,556574,5

140,147,1

335,9969,1

720,10684,1

608,11904,4

305,13673,3

568,10228,4

1232,4481,3

1008,780,5

493,4176,2

1180,36658,5

123,15613,4

634,65650,3

305,172533,1

621,746333,1

67,9344,3

1064,15,2

1168,9954,1

1168,775,1

956,44865,2

841,321741,5

360,1734,3

190,158907,4

738,11443,3

420,555561,4

42,10683,4

1250,1691,1

1168,661930,2

1318,448194,4

914,10629,2

479,120,4

1178,455980,1

621,624963,3

462,38843,1

1058,651881,1

1208,246655,1

774,14849,1

749,10555,1

1123,27740,1

974,10677,3

517,9005,2

177,387426,3

283,269795,1

126,207933,1

1030,497698,3

291,288281,1

627,50698,4

576,2108,4

627,10982,1

55,9342,1

966,64688,1

699,16889,1

528,499701,3

951,89455,2

754,765245,3

291,7300,2

418,19265,1

819,44982,2

1041,475220,3

785,49444,4

936,33196,4

25,583406,4

37,8270,2

951,74387,3

1185,9600,1

738,8328,5

717,10147,2

1232,17413,3

333,9092,4

728,245916,2

415,10629,2

620,2275,1

1216,431580,2

106,763164,2

1268,422803,2

1221,10824,5

1148,14807,5

925,95610,3

1087,633515,1

199,82654,5

1193,9900,4

853,7512,4

708,10449,3

33,284689,4

350,678,3

1030,520720,1

762,10760,5

650,581726,1

1278,2292,1

142,680028,5

956,10176,3

956,11843,5

955,9045,2

1083,25562,2

961,10711,2

442,46503,3

551,376660,5

128,80280,1

888,26736,5

547,8748,2

1258,208134,4

325,9331,5

284,444705,3

867,24653,5

552,156547,4

1286,548537,3

828,265195,4

753,465914,4

1080,185789,3

1248,552532,2

854,7484,2

706,21481,3

959,12767,3

205,10186,2

172,818647,2

1081,530,5

362,796499,5

303,24192,5

650,602545,2

70,621013,1

952,120467,3

319,271397,1

1176,8833,2

418,11545,1

1126,178682,3

1084,287948,5

1066,521777,4

552,675,3

797,20777,2

34,672,2

155,24795,1

84,303483,1

252,467936,1

633,36568,5

425,9279,5

593,15137,3

546,2163,1

354,259072,5

1030,331190,4

438,308,1

162,9074,3

1175,38031,4

557,435129,4

737,613099,3

894,16985,2

955,180894,2

674,2897,1

377,451504,1

1107,431072,4

927,9486,3

914,10391,2

187,72478,4

952,483184,3

1259,487672,5

1193,112198,2

482,10019,2

582,339964,3

906,19494,5

1212,506072,4

375,12153,2

532,43947,2

737,50620,2

187,602518,2

252,14161,3

818,289,2

1198,11065,4

978,11052,1

286,487083,4

95,17898,5

927,2998,2

1174,477033,4

1281,50022,5

533,11541,1

1314,2289,2

762,10364,4

29,297802,4

128,47931,1

244,9385,4

442,5915,5

1226,19908,4

903,1600,4

170,408537,4

1285,514575,3

1155,11036,5

128,309299,4

557,11030,2

1283,505436,3

496,462,5

430,15121,1

344,3293,1

403,9300,2

1017,11661,2

425,11595,1

394,81796,2

1176,65,3

914,20483,1

671,740925,2

1206,11224,5

1217,24920,1

397,274857,2

733,301337,4

708,338953,5

319,6522,2

170,1921,5

732,819876,4

1197,575100,5

377,334533,2

84,13435,2

872,9555,3

979,36648,4

729,2085,4

386,664031,5

418,467909,3

1028,38408,4

728,6620,3

565,1713,4

557,9697,5

562,278427,5

1172,310126,4

872,489064,1

1002,4241,5

435,8277,5

1172,188927,1

1036,277368,2

1002,258322,3

1137,19413,5

1241,116,3

537,13006,4

326,4031,3

610,48831,3

682,39385,1

621,10800,2

174,96,5

633,315872,5

1193,3870,4

1117,1073,4

28,919,3

723,217993,4

1046,2255,1

737,846214,1

325,11365,4

1016,580175,3

779,16121,5

278,390056,5

1331,12405,5

29,13256,4

758,1024,3

1074,470333,1

244,9356,2

1144,5820,1

797,16858,4

833,350312,3

1080,300668,2

1055,10162,5

1236,293863,3

1032,535356,3

331,15413,2

860,9313,5

968,27932,3

14,196254,4

641,629542,4

833,530081,2

298,890656,1

77,10739,5

591,9361,3

609,446354,1

943,10092,4

422,193756,4

134,140823,1

379,204922,4

403,98,3

838,38321,2

1257,4104,4

1089,334298,1

161,84199,2

902,373226,4

312,104,2

797,760336,2

1052,11648,4

555,15196,3

563,1429,4

470,291351,4

444,21733,4

574,55301,1

815,603,3

646,21542,2

217,445040,1

453,811592,1

567,14646,1

1172,2204,1

1059,10780,5

619,585077,3

1226,12593,5

508,10530,1

382,874,2

1247,9913,1

76,364116,5

377,9493,4

442,484641,2

179,563741,3

853,12590,1

1017,9819,5

793,491926,3

522,3083,3

671,11660,2

286,2007,4

183,121856,5

620,7214,3

217,34746,5

480,8827,2

396,339692,3

134,340442,4

629,286873,4

1131,426338,3

1193,529962,5

1226,15163,1

295,513045,5

231,39345,4

815,187017,1

675,9404,2

499,8424,4

136,203801,4

98,11489,5

388,2269,3

519,32985,1

985,310307,1

253,1817,4

241,1654,5

1276,506574,1

1270,140222,4

750,277355,2

478,661804,3

1226,10145,1

551,328720,3

256,9067,3

1174,20993,5

225,2454,4

1065,5549,1

684,437,2

951,16553,3

1229,10552,4

1191,247218,3

128,9689,5

362,244783,2

738,703,1

739,9740,1

325,41411,1

425,377263,2

1248,10657,4

173,10876,2

331,37916,3

442,157829,3

1198,18126,5

77,157351,3

522,76757,3

1131,9377,3

375,11540,1

762,843,3

1323,43552,3

1215,554241,1

77,2779,1

919,5172,5

292,446696,4

267,45535,2

77,472734,5

682,342737,2

1047,451955,2

214,9075,3

753,33680,2

706,51497,2

954,591,3

894,11062,2

189,1643,3

915,382593,1

127,859,4

785,654299,1

982,323368,4

325,10997,1

688,8587,1

256,574093,2

663,2140,1

552,11902,2

1182,340584,1

37,16328,4

369,400608,1

259,345920,1

823,567604,4

833,63197,4

331,83686,3

1268,121986,2

456,2118,1

724,791373,4

362,28966,3

1236,259963,4

970,10052,1

1197,12706,2

1317,2075,5

398,508101,5

14,317744,4

648,14003,1

1175,14412,1

559,11375,5

763,127867,5

1217,426962,5

486,463257,3

303,10010,2

902,13092,4

1314,17136,5

356,639721,3

959,262,2

746,9994,2

678,11597,5

663,24271,2

920,1936,1

253,511785,2

1216,11571,3

919,87502,4

1116,2928,5

552,11637,2

94,335984,2

396,613096,2

476,545611,1

412,619297,3

529,11051,1

1193,429200,1

70,171372,3

629,597316,5

173,9637,1

1083,632617,3

1000,10473,2

160,1407,4

1115,12186,5

657,3933,5

183,47854,1

1317,9876,1

1130,9415,5

292,261375,5

1117,118412,1

134,18086,4

723,14831,2

1281,9522,3

970,9659,3

1226,38319,2

1329,335578,2

396,14097,2

14,10313,3

663,8665,5

375,10226,1

1314,10022,2

797,8909,4

952,122,3

1331,2503,5

205,343668,2

555,13350,2

300,14168,2

642,586863,5

1087,425703,5

853,425373,2

114,996,1

995,748853,2

191,8467,4

1031,167032,1

1017,14849,2

852,1628,5

1278,289153,2

818,87101,1

478,121826,5

1155,405177,1

619,246,3

225,266396,2

1040,11851,1

388,892,5

823,6623,4

432,43939,2

532,650,5

474,9407,5

1276,290999,4

556,507441,5

1111,13528,4

910,14128,5

596,323675,5

902,9292,5

127,2907,5

1064,634528,3

1131,48838,2

182,12309,5

404,614587,4

643,5854,1

187,755,2

1144,18333,1

29,318917,3

603,180147,5

415,48572,3

979,397517,4

714,451945,4

591,9718,3

175,11234,1

354,16643,5

388,399170,1

1223,671318,5

17,4538,1

1182,39346,1

369,74306,2

288,522212,2

626,52744,2

133,11310,1

860,30596,2

711,440762,5

244,21641,2

979,401545,2

952,23082,1

892,249164,5

1283,20345,3

1203,9428,5

1271,39874,1

810,339095,2

383,27578,5

182,13668,4

285,118957,3

1323,11529,3

325,9344,4

768,503314,1

793,705861,5

17,283227,5

278,9023,5

189,10480,3

1106,1089,1

103,14291,5

968,11247,2

667,10102,5

688,450179,1

377,534072,3

94,14979,2

833,9440,3

641,505706,3

1250,9087,4

1032,11006,1

442,5289,1

1175,16804,2

957,9955,1

833,192141,5

401,73861,3

637,12150,2

701,278774,4

992,261023,5

1182,325848,3

1048,16577,3

901,86555,3

728,21588,4

1059,90,5

1250,343173,4

529,334524,1

1226,260,1

582,45324,4

285,28260,2

889,4283,5

919,239571,1

331,11797,1

77,438740,1

77,337676,2

667,39451,3

687,809140,2

1155,89185,2

1236,398978,5

1096,13696,3

714,25961,3

729,10651,5

674,156717,1

594,7501,2

416,626,5

907,158907,3

1289,583083,5

486,760883,1

818,3116,4

826,348537,2

633,15213,3

398,377799,2

1286,229,4

285,1091,2

626,1945,1

573,72660,2

1329,259694,3

944,36355,1

562,88042,2

158,293646,1

892,616037,5

1205,278,5

471,7516,4

807,16187,4

532,817,1

1133,10464,1

573,13971,5

880,517093,4

679,20941,2

259,616251,3

170,10403,4

564,571785,2

555,9591,5

892,25955,1

880,407447,2

262,22843,1

691,25431,1

1197,399725,1

823,57737,1

613,9785,3

678,961484,1

142,994,4

1329,4234,4

861,175,1

793,10246,5

324,43593,4

862,2029,5

603,615774,2

1198,37056,4

854,194,4

160,9374,5

1274,9702,3

1059,20766,3

425,156022,3

815,423899,1

1323,179826,2

970,785985,1

547,762968,1

217,8290,3

486,7453,4

724,818397,2

140,12123,5

1000,38093,5

1089,479226,2

1016,46441,3

810,488,4

1241,26466,5

840,201749,3

879,11598,2

34,27374,4

828,130987,2

438,212716,5

1032,37958,1

114,56415,2

375,471474,2

501,10632,5

1155,499,5

675,5156,5

728,404733,1

453,8953,3

1123,328429,2

387,10098,3

1285,517116,1

878,778106,2

765,615665,2

292,58444,1

872,18298,1

641,31767,1

653,449924,1

648,1544,2

1250,10192,1

556,755812,3

70,13459,4

915,512,1

1059,323676,4

127,578701,2

268,11897,4

1075,2750,2

558,8835,5

140,517412,1

547,75656,2

478,618416,3

646,33,2

687,776305,3

621,4584,2

1226,4588,2

291,124157,3

331,11824,2

860,15804,5

918,8974,2

298,640344,2

1089,1923,4

1134,208277,5

594,11023,2

1281,2362,5

189,245891,3

709,470229,5

149,1443,3

1148,2108,5

1036,440021,2

1136,2116,3

181,467673,1

465,6964,2

171,47933,5

465,10033,1

387,9028,5

562,336804,3

1183,72190,1

992,2268,1

182,249397,3

236,29917,3

824,130739,2

288,515841,2

362,287424,1

1002,76170,3

943,101,2

82,83770,1

1217,71157,5

703,107985,2

164,13416,4

852,537915,5

95,1689,1

422,348657,2

513,18095,1

191,11015,3

688,18998,1

396,11330,1

1176,11916,5

1055,1786,1

403,93828,3

1258,87440,3

824,558144,4

1137,16366,3

1276,23367,4

354,9333,3

1083,46829,1

214,82700,5

98,281338,5

1046,1807,3

1080,63700,3

559,44115,2

959,10955,2

1197,23446,4

728,833425,3

1133,11167,1

103,14943,2

1208,13924,1

155,16907,3

396,11296,2

160,64807,4

1222,5236,3

555,432618,5

453,10295,5

1323,174751,3

312,277558,4

563,219318,1

1150,298,5

538,6472,4

325,635744,5

1111,458131,1

291,290762,3

444,629015,5

1075,10843,5

725,525661,5

1016,11144,2

1094,181283,1

70,238615,3

103,231474,2

415,13910,1

259,254375,5

1289,20825,2

300,302688,5

662,4970,3

1174,14282,3

725,692,2

552,732670,2

906,16353,4

1289,644092,1

94,649,1

1102,8077,4

807,6279,2

701,440918,3

633,228203,4

1191,617505,1

1221,9556,3

1045,10758,2

212,9472,3

103,10317,4

438,511322,2

